github_issue,state,title,database_bug_id,review_status,build,map,position,description,screenshot_sha256,created_at,updated_at,url
129,open,[Player Bug #109] make it so the car lighting indicators etc is bigger 3x and is more light a point plus a l,109,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(11860.9, 1238.4), level 0",make it so the car lighting indicators etc is bigger 3x and is more light a point plus a lamp source,2ebe8c53d2edf8ce407378005154d8c1e5b8369bb1de873fc15cfd6d70309838,2026-08-22T19:37:40Z,2026-08-22T19:37:40Z,https://github.com/goodnighthawk/Open-Night/issues/129
130,open,[Player Bug #110] there is still only one supplier and buyer on the map M,110,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(11761.0, 1352.2), level 0",there is still only one supplier and buyer on the map M,8002194103a52d50d6b5d720289707b62dfa8ccd8206bba85e56d1ae8cd56b11,2026-08-22T19:38:19Z,2026-08-22T19:38:19Z,https://github.com/goodnighthawk/Open-Night/issues/130
131,open,[Player Bug #111] this truck is missings its end,111,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(11093.6, 1164.7), level 0",this truck is missings its end,37274ce45e08a6b0c2f2c02a3f03d18c4825f1968f5fbeeba0c45c21744b127c,2026-08-22T19:38:37Z,2026-08-22T19:38:37Z,https://github.com/goodnighthawk/Open-Night/issues/131
132,open,[Player Bug #112] if a car hits a player they go into prone and their collision turns off so the car can kee,112,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3860.0, 2720.2), level 0",if a car hits a player they go into prone and their collision turns off so the car can keep driving,b017c2e32a0e5eaf55b42d5ff1fa606843ffb3574c08c825449d5deecd77a86d,2026-08-22T19:40:57Z,2026-08-22T19:40:57Z,https://github.com/goodnighthawk/Open-Night/issues/132
133,open,[Player Bug #113] this car sprite is upside down,113,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2410.9, 3843.8), level 0",this car sprite is upside down,a1026b39e4d710717201b2b6d7aa895d8fbd04003eddecba910d9d2d7aa0d0da,2026-08-22T19:41:30Z,2026-08-22T19:41:30Z,https://github.com/goodnighthawk/Open-Night/issues/133
134,open,[Player Bug #114] the buildings can take up more of the block the sidewalks are huge now,114,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3218.2, 2217.0), level 0",the buildings can take up more of the block the sidewalks are huge now,daf474347b11b7d6c6ce0fc1a40d014d77176a1ca3487e90d3eaefe7cfad0c33,2026-08-22T19:42:20Z,2026-08-22T19:42:20Z,https://github.com/goodnighthawk/Open-Night/issues/134
135,open,[Player Bug #115] this car sprite is upside down,115,pending-review,2.0,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3337.9, 1997.4), level 0",this car sprite is upside down,c827c8232e0f06e404baafef2ff15800efa87a95f8093fd1fac66feed9880a94,2026-08-22T19:42:43Z,2026-08-22T19:42:43Z,https://github.com/goodnighthawk/Open-Night/issues/135
136,open,[Player Bug #116] npcs are getting stuck at corners,116,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3288.0, 2624.0), level 0",npcs are getting stuck at corners,4a447ae0e632a1850d6fbfca59db96c4189f837fe1fb8c427e8de50397e30bac,2026-08-22T19:57:15Z,2026-08-22T19:57:15Z,https://github.com/goodnighthawk/Open-Night/issues/136
137,open,[Player Bug #117] only one vehicle sound can be heard and its very loud regardless of player distance,117,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3671.5, 1313.9), level 0",only one vehicle sound can be heard and its very loud regardless of player distance,b1207fec051d0157d1f09428c4fbb98e055d5fd97509f9a1cdf74ae87ee43d68,2026-08-22T19:59:29Z,2026-08-22T19:59:29Z,https://github.com/goodnighthawk/Open-Night/issues/137
138,open,[Player Bug #118] still buyers not on the main map M,118,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(4318.4, 497.7), level 0",still buyers not on the main map M,102f5b75876513f4e5b8545815bd13d98cd3d0b9dd659f3da5521a7e1a72ee86,2026-08-22T19:59:54Z,2026-08-22T19:59:54Z,https://github.com/goodnighthawk/Open-Night/issues/138
139,open,[Player Bug #119] street lamps should be now 0.5x size,119,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(4318.4, 497.7), level 0",street lamps should be now 0.5x size,3056e499a2bdb829cb7bf44b938c75af3414ccc655d6b71caf92a0ec613da25b,2026-08-22T20:00:16Z,2026-08-22T20:00:16Z,https://github.com/goodnighthawk/Open-Night/issues/139
140,open,[Player Bug #120] make it so the car headlamps inidcators etc have more alpha/transparency,120,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2030.0, 2826.7), level 0",make it so the car headlamps inidcators etc have more alpha/transparency,903c3b3d0fc05b33139012783f325b25a6806af7daac79bca06fc19b5f6449ce,2026-08-22T20:30:51Z,2026-08-22T20:30:51Z,https://github.com/goodnighthawk/Open-Night/issues/140
141,open,[Player Bug #121] buyer still not on main map m or minimap,121,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2058.0, 2900.5), level 0",buyer still not on main map m or minimap,7656f8db58d04740eebf04a8ef75bcc119b26ee2ab1aa0848efa39ed25fc98ed,2026-08-22T20:31:18Z,2026-08-22T20:31:18Z,https://github.com/goodnighthawk/Open-Night/issues/141
142,open,[Player Bug #122] this tree sprite is around x4 too small,122,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2712.7, 2430.0), level 0",this tree sprite is around x4 too small,51b09113fe38d0bbc7eb8d1f538267dcf20e2df5788ae7042beb1ef360b9e928,2026-08-22T20:31:41Z,2026-08-22T20:31:41Z,https://github.com/goodnighthawk/Open-Night/issues/142
143,open,[Player Bug #123] it also needs a collision layer,123,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2644.9, 2424.3), level 0",it also needs a collision layer,be69915652413491625eee99a74e27d617c9d41e3106d810ea83ed8a57e76e04,2026-08-22T20:32:01Z,2026-08-22T20:32:01Z,https://github.com/goodnighthawk/Open-Night/issues/143
144,open,[Player Bug #124] my players hat need to move further north to align with the players head,124,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3185.5, 2388.5), level 0",my players hat need to move further north to align with the players head,86b02759af758a5a65947ff5519915986cf741fddeb4bd2921ed3f476e28d6c7,2026-08-22T20:32:27Z,2026-08-22T20:32:27Z,https://github.com/goodnighthawk/Open-Night/issues/144
145,open,[Player Bug #125] npcs are getting stuck as clusters on the buyer,125,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2245.9, 2599.2), level 0",npcs are getting stuck as clusters on the buyer,34404d179ee64f06cce13e4c16229dc9a40d6819092f5dd1f91bbd9a74b7005f,2026-08-22T20:33:14Z,2026-08-22T20:33:14Z,https://github.com/goodnighthawk/Open-Night/issues/145
146,open,[Player Bug #126] cars are getting stuck moving in circles,126,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1286.2, 5047.8), level 0",cars are getting stuck moving in circles,d68f7b3dd75458153d49deb6a7d2847b99c60c90a7d97410dcea2dadec4d63cc,2026-08-22T20:33:52Z,2026-08-22T20:33:52Z,https://github.com/goodnighthawk/Open-Night/issues/146
147,open,[Player Bug #127] remove the shadow from my player it is not correctly overhead,127,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1557.3, 4123.8), level 0",remove the shadow from my player it is not correctly overhead,737c5d9a9461322e6af8ea2efe82159aca169a648666b33be082c880a10ebff4,2026-08-22T20:34:10Z,2026-08-22T20:34:10Z,https://github.com/goodnighthawk/Open-Night/issues/147
148,open,[Player Bug #128] lamp bases need to be further in on the sidewalk,128,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2644.5, 3625.9), level 0",lamp bases need to be further in on the sidewalk,271d5a9f511be6b65658998ec4d6450ad2b601bd05dbd4418da7b6ac73606a74,2026-08-22T20:34:32Z,2026-08-22T20:34:32Z,https://github.com/goodnighthawk/Open-Night/issues/148
149,open,[Player Bug #129] these paradols need to be around 3x the size and on the roof layer so the player goes unde,129,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1992.0, 4226.9), level 0",these paradols need to be around 3x the size and on the roof layer so the player goes under them,8ebab64c996512c06a8844688bbc44b709d306161d6986aae47e6d18fffd11db,2026-08-22T20:35:07Z,2026-08-22T20:35:07Z,https://github.com/goodnighthawk/Open-Night/issues/149
150,open,[Player Bug #130] add e to get into a car as a passenger,130,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1685.7, 2881.7), level 0",add e to get into a car as a passenger,b24cc2416666038ae27009634b629cd1956d6717aec7dc78502d89b3d14a9692,2026-08-22T20:37:54Z,2026-08-22T20:37:54Z,https://github.com/goodnighthawk/Open-Night/issues/150
151,open,[Player Bug #131] make it so cars do not make a player stuck the push players and npcs out of the way and ot,131,pending-review,2.1,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1685.7, 2881.7), level 0",make it so cars do not make a player stuck the push players and npcs out of the way and other cars out of the way too,0535021408f394571dc70c01d902044c9cb79890771c48fcbc883418c2a239a4,2026-08-22T20:38:20Z,2026-08-22T20:38:20Z,https://github.com/goodnighthawk/Open-Night/issues/151
152,open,[Player Bug #132] tree decal still too small and no collision,132,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2812.8, 2367.7), level 0",tree decal still too small and no collision,542fe3d33d06330cf2ed30a98aad332be4234b6d237eb8d0b8cb19993bdd8692,2026-08-22T20:56:47Z,2026-08-22T20:56:47Z,https://github.com/goodnighthawk/Open-Night/issues/152
153,open,[Player Bug #133] add space as handbrake and also add some parking spots where people in cars can chill out,133,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1345.3, 4961.8), level 0",add space as handbrake and also add some parking spots where people in cars can chill out,850becf1ec6abb9085d9d2bdbf11755c67bb3e06553e23a1720e7e2e09fc88e3,2026-08-22T20:57:59Z,2026-08-22T20:57:59Z,https://github.com/goodnighthawk/Open-Night/issues/153
154,open,[Player Bug #134] phone needs to be on pavement and should have a light around it,134,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1884.8, 5402.8), level 0",phone needs to be on pavement and should have a light around it,0f7e61e6d32b6d153bd8df8a051fdd62c3fa2adfa30b6b7d3dbfc05eb6b2be3b,2026-08-22T20:58:19Z,2026-08-22T20:58:19Z,https://github.com/goodnighthawk/Open-Night/issues/154
155,open,[Player Bug #135] add traffic lights to avoid these car pile ups!,135,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3392.0, 2624.0), level 0",add traffic lights to avoid these car pile ups!,3db47012d9ed9ef8c857d89e6e8caf260b155dba82f3be0ee08099e2869f1c5c,2026-08-22T20:59:09Z,2026-08-22T20:59:09Z,https://github.com/goodnighthawk/Open-Night/issues/155
156,open,[Player Bug #136] make it so npcs can cross the road if they want but they try not to if there is a car clos,136,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3371.2, 1973.9), level 0",make it so npcs can cross the road if they want but they try not to if there is a car close to them,8738ecc89fe91b9f7e3d2c821461e448964a5fe4984c6b883da082135c82a9f2,2026-08-22T20:59:37Z,2026-08-22T20:59:37Z,https://github.com/goodnighthawk/Open-Night/issues/156
157,open,[Player Bug #137] this car still has a bit of texture clipping,137,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3653.0, 1451.2), level 0",this car still has a bit of texture clipping,d96d74d1f9b36a1d770e5a90af52936b0c569feb60526491352a6663861126c6,2026-08-22T20:59:55Z,2026-08-22T20:59:55Z,https://github.com/goodnighthawk/Open-Night/issues/157
158,open,[Player Bug #138] suppliers are still not on map only one pair is. map m,138,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1539.2, 2814.5), level 0",suppliers are still not on map only one pair is. map m,5614bb21ed3228e3c80bd9631ab6025fa9a71cdc5194d3bb2caa60178b198918,2026-08-22T21:00:52Z,2026-08-22T21:00:52Z,https://github.com/goodnighthawk/Open-Night/issues/158
159,open,[Player Bug #139] make it so pedestrians have some collision and try to walk around eachother,139,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(1539.2, 2814.5), level 0",make it so pedestrians have some collision and try to walk around eachother,1b871f708d622a373d570fac877b182e61dbd27eba9aa65bd59ce313dfc151c1,2026-08-22T21:01:09Z,2026-08-22T21:01:09Z,https://github.com/goodnighthawk/Open-Night/issues/159
160,open,[Player Bug #140] the hat asset clips in places and looks backwards the baseball cap peak should be present ,140,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(2053.3, 2920.9), level 0",the hat asset clips in places and looks backwards the baseball cap peak should be present and facing north with default character camera position,e9d36130c3a88a36235777c466da8225a2e18cd6e2799b93632b886e1d4d7e92,2026-08-22T21:02:16Z,2026-08-22T21:02:16Z,https://github.com/goodnighthawk/Open-Night/issues/160
161,open,[Player Bug #141] make it so the cars actually use their horn instead of just writing BEEP!,141,pending-review,2.2,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3626.4, 3375.1), level 0",make it so the cars actually use their horn instead of just writing BEEP!,a0b12405106f3bf4c3442668004dc2537c4906410858610f2d8097939c97fa8b,2026-08-22T21:20:27Z,2026-08-22T21:20:27Z,https://github.com/goodnighthawk/Open-Night/issues/161
162,open,[Player Bug #142] these two bus sprites are clipped,142,pending-review,2.3,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3596.7, 2894.3), level 0",these two bus sprites are clipped,517104c5c7a0aa72f254e37ebe43613877b6edbd98d295cf723a4f89190c834f,2026-08-22T21:39:58Z,2026-08-22T21:39:58Z,https://github.com/goodnighthawk/Open-Night/issues/162
163,open,[Player Bug #143] it seems not possible to drive away in parked cars,143,pending-review,2.3,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3136.0, 3543.0), level 0",it seems not possible to drive away in parked cars,eb76c9b66d1d5b1fd90da76f202f709eed4b1734003e5688e41d908749a7bd0c,2026-08-22T21:41:04Z,2026-08-22T21:41:04Z,https://github.com/goodnighthawk/Open-Night/issues/163
164,open,[Player Bug #144] make the main objective of traffic to circulate around the map randomly avoiding other car,144,pending-review,2.3,Open Night — Fort Lee / GWB / Washington Heights (`map_001_gwb_corridor`),"(3642.8, 3526.2), level 0",make the main objective of traffic to circulate around the map randomly avoiding other cars,5defcc99eed3d969bc8a6541adaffbc88cb711b37346d09b647451d1289f840b,2026-08-22T21:41:40Z,2026-08-22T21:41:40Z,https://github.com/goodnighthawk/Open-Night/issues/164
